FIPS,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,RBIRTH2011,RBIRTH2012,RBIRTH2013,RDEATH2011,RDEATH2012,RDEATH2013,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RNETMIG2011,RNETMIG2012,RNETMIG2013
48061,406220,406220,407677,412745,415551,417276,1457,5068,2806,1725,1867,7813,7367,7413,593,2362,2412,2434,1274,5451,4955,4979,43,304,133,154,143,-510,-2292,-3699,186,-206,-2159,-3545,-3,-177,10,291,3730,3735,3849,4310,4319,19.046295687,17.788326878,17.802016505,5.75801234,5.8240049450999996,5.8451515140999994,13.288283347,11.964321932999999,11.956864991,0.7410820284999999,0.3211412345,0.36982470549999996,-1.243262614,-5.534253455,-8.882997309,-0.502180585,-5.213112221,-8.513172604
48063,12401,12401,12404,12406,12486,12413,3,2,80,-73,48,175,166,160,57,134,132,118,-9,41,34,42,8,26,26,26,5,-57,20,-107,13,-31,46,-81,-1,-8,0,-34,67,67,68,78,79,14.107214832999999,13.337618512,12.851921764,10.802095929000002,10.60581713,9.4782923009,3.3051189037,2.731801382,3.3736294630000003,2.0959290609,2.0890245862,2.0884372866,-4.594921403,1.6069419893999999,-8.59472268,-2.4989923419999998,3.6959665756,-6.506285393
48065,6182,6182,6166,6268,6127,6010,-16,102,-141,-117,15,64,63,60,19,60,61,66,-4,4,2,-6,0,0,0,0,-13,97,-141,-100,-13,97,-141,-100,1,1,-2,-11,71,71,71,26,26,10.29435419,10.16538927,9.8871220236,9.6509570532,9.8426784994,10.875834225999998,0.6433971369,0.3227107705,-0.988712202,0.0,0.0,0.0,15.602380569000001,-22.75110932,-16.47853671,15.602380569000001,-22.75110932,-16.47853671
48067,30464,30464,30429,30484,30177,30331,-35,55,-307,154,91,339,339,320,131,400,383,408,-40,-61,-44,-88,1,4,3,3,13,-3,-266,232,14,1,-263,235,-9,115,0,7,354,354,354,358,358,11.13062893,11.176868169,10.57711377,13.133485463,12.627553123,13.485820057,-2.002856533,-1.450684954,-2.908706287,0.13133485460000002,0.0989103378,0.0991604416,-0.098501141,-8.77004995,7.6684074833,0.0328337137,-8.671139612000001,7.7675679249
48069,8062,8062,8114,8055,8177,8030,52,-59,122,-147,31,142,133,145,0,43,46,45,31,99,87,100,7,19,10,11,17,-193,27,-228,24,-174,37,-217,-3,16,-2,-30,64,64,63,64,64,17.56447523,16.387382947,17.893502807,5.3188199641,5.6678166585000005,5.5531560437000005,12.245655265999998,10.719566289,12.340346764000001,2.3501762632,1.2321340562,1.357438144,-23.87284309,3.3267619517,-28.13599062,-21.52266683,4.5588960079000005,-26.77855248
48071,35096,35096,35270,35441,36095,36812,174,171,654,717,101,472,447,471,82,225,236,226,19,247,211,245,2,3,4,6,144,-76,434,450,146,-73,438,456,9,-3,5,16,229,229,229,229,229,13.350115257999999,12.497204205,12.920570041,6.3639320615,6.598076493,6.199679043200001,6.9861831964,5.8991277119,6.7208909981,0.0848524275,0.111831805,0.16459324890000002,-2.14959483,12.133750839000001,12.34449367,-2.064742402,12.245582644,12.509086919000001
48073,50845,50845,50878,50969,51154,50878,33,91,185,-276,152,769,701,714,78,516,511,502,74,253,190,212,5,-5,-5,-2,-37,-149,7,-420,-32,-154,2,-422,-9,-8,-7,-66,2851,2851,2853,2868,2868,15.101082997,13.728543031,13.995609220999999,10.132846328,10.007539927,9.8400501803,4.9682366687,3.7210031041000002,4.1555590403,-0.098186495,-0.097921134,-0.039203387,-2.925957564,0.137089588,-8.232711306,-3.0241440589999997,0.0391684537,-8.271914693
48075,7041,7041,7068,7014,7078,7095,27,-54,64,17,18,100,62,88,5,61,64,62,13,39,-2,26,0,0,0,0,15,-95,66,-8,15,-95,66,-8,-1,2,0,-1,1418,1428,1418,1468,1473,14.20252805,8.7993187624,12.417977845,8.6635421105,9.0831677548,8.749029845499999,5.538985939500001,-0.28384899199999997,3.6689479997000003,0.0,0.0,0.0,-13.49240165,9.367016747100001,-1.128907077,-13.49240165,9.367016747100001,-1.128907077
48077,10752,10752,10735,10678,10537,10473,-17,-57,-141,-64,21,92,80,79,22,120,112,112,-1,-28,-32,-33,0,0,1,0,-17,-37,-110,-40,-17,-37,-109,-40,1,8,0,9,70,70,74,72,72,8.5929108485,7.5418336083,7.5202284625999996,11.208144585,10.558567052,10.661589719,-2.615233737,-3.016733443,-3.141361257,0.0,0.0942729201,0.0,-3.45584458,-10.37002121,-3.807710614,-3.45584458,-10.27574829,-3.807710614
48079,3127,3127,3139,3071,3030,3016,12,-68,-41,-14,13,56,50,55,0,31,18,11,13,25,32,44,0,7,6,6,1,-103,-81,-45,1,-96,-75,-39,-2,3,2,-19,78,78,78,78,78,18.035426730999998,16.390755614,18.193847172,9.9838969404,5.900672021,3.6387694343,8.0515297907,10.490083593,14.555077737000001,2.2544283413999997,1.9668906737,1.9847833278,-33.17230274,-26.55302409,-14.88587496,-30.917874400000002,-24.58613342,-12.90109163
48081,3320,3319,3323,3288,3223,3210,4,-35,-65,-13,8,28,27,30,7,59,49,43,1,-31,-22,-13,0,0,0,0,3,-9,-42,-1,3,-9,-42,-1,0,5,-1,1,35,35,36,36,36,8.4707306005,8.293656888300001,9.32690813,17.84903948,15.05145139,13.36856832,-9.378308879,-6.757794502,-4.04166019,0.0,0.0,0.0,-2.7227348360000003,-12.90124405,-0.310896938,-2.7227348360000003,-12.90124405,-0.310896938
48083,8895,8895,8888,8743,8680,8543,-7,-145,-63,-137,28,99,94,94,46,118,114,111,-18,-19,-20,-17,0,2,2,2,12,-127,-43,-112,12,-125,-41,-110,-1,-1,-2,-10,40,40,31,42,43,11.2302195,10.790334615,10.915636068,13.385514150999999,13.086150491,12.889740462999999,-2.1552946509999997,-2.295815876,-1.974104395,0.2268731212,0.22958158760000003,0.2322475759,-14.4064432,-4.936004132,-13.00586425,-14.17957008,-4.706422545,-12.77361668
48085,782341,782351,788416,812879,834674,854778,6065,24463,21795,20104,2565,10537,10256,10377,756,3160,3458,3570,1809,7377,6798,6807,632,2864,2920,3030,3485,13264,11940,10423,4117,16128,14860,13453,139,958,137,-156,3914,3910,4044,4097,4101,13.160598141,12.449978847,12.284456735,3.9468055543,4.197740527900001,4.2262224674,9.2137925866,8.2522383195,8.0582342677,3.5771047808,3.5446507639,3.5869619261000003,16.566591415,14.494222644,12.338912263,20.143696196,18.038873408,15.925874189000002
48087,3057,3057,3051,3092,3022,3099,-6,41,-70,77,11,51,50,48,15,38,34,25,-4,13,16,23,0,5,0,0,-2,22,-89,64,-2,27,-89,64,0,1,3,-10,52,52,50,50,50,16.604265017,16.355904482,15.683711812,12.371805307,11.122015047,8.168599902,4.2324597102,5.2338894341,7.5151119098,1.6278691193000001,0.0,0.0,7.162624125,-29.11350998,20.911615749,8.7904932443,-29.11350998,20.911615749
48089,20874,20874,20873,20783,20687,20752,-1,-90,-96,65,60,255,239,238,84,249,262,254,-24,6,-23,-16,10,34,25,28,15,-123,-97,37,25,-89,-72,65,-2,-7,-1,16,328,328,357,346,346,12.243134242,11.52640463,11.486763677,11.955060495,12.635640222000001,12.258983084,0.28807374690000004,-1.109235592,-0.772219407,1.632417899,1.2056908609,1.3513839619999999,-5.905511811,-4.67808054,1.7857573783,-4.273093912,-3.472389679,3.1371413403
48091,108472,108472,109426,111568,114590,118480,954,2142,3022,3890,299,1261,1276,1323,184,970,1032,962,115,291,244,361,31,93,115,101,784,1675,2622,3296,815,1768,2737,3397,24,83,41,132,1060,1060,1046,1204,1221,11.412074535999999,11.284146482,11.35281246,8.7785188738,9.1263629852,8.2550306775,2.6335556621,2.1577834965,3.0977817823000002,0.8416518096,1.0169881233,0.86669241,15.158782591,23.187329211999998,28.28334835,16.000434401,24.204317336,29.15004076
48093,13974,13974,13983,13895,13734,13623,9,-88,-161,-111,51,183,153,159,41,170,146,168,10,13,7,-9,0,6,7,8,-1,-121,-179,-108,-1,-115,-172,-100,0,14,4,-2,161,161,164,165,165,13.128631896,11.075319410999999,11.624081588,12.195996843,10.568605451,12.28204847,0.9326350526999999,0.50671396,-0.657966882,0.4304469474,0.50671396,0.584859451,-8.680680106,-12.95739983,-7.895602587999999,-8.250233159,-12.45068587,-7.310743137
48095,4087,4087,4095,4110,4024,4043,8,15,-86,19,5,33,26,27,2,31,22,27,3,2,4,0,0,-2,-2,-2,5,6,-89,31,5,4,-91,29,0,9,1,-10,1588,1604,1608,1609,1615,8.0438756856,6.392918613200001,6.693938267,7.5563680683,5.4093926727,6.693938267,0.4875076173,0.9835259405,0.0,-0.487507617,-0.49176297,-0.495847279,1.4625228519,-21.88345218,7.6856328251,0.9750152346,-22.37521515,7.1897855461
48097,38437,38437,38449,38363,38726,38467,12,-86,363,-259,128,475,542,530,70,381,395,405,58,94,147,125,10,26,23,26,-51,-217,192,-409,-41,-191,215,-383,-5,11,1,-1,686,686,647,680,683,12.367859189,14.06166898,13.731815060999999,9.9203249492,10.24789529,10.493179433,2.4475342394,3.8137736901999997,3.2386356276,0.6769775556000001,0.5967128903,0.6736362105,-5.6501588289999995,4.981255432,-10.59681577,-4.973181274,5.5779683223,-9.923179563
48099,75388,75402,75590,76525,76850,76192,188,935,325,-658,242,1066,947,976,89,410,376,382,153,656,571,594,154,142,777,400,-117,156,-1032,-1704,37,298,-255,-1304,-2,-19,9,52,11444,11447,11606,11594,11593,14.015711797,12.348818256,12.754668653,5.3906583835,4.9030154849,4.9920936736,8.6250534135,7.445802771,7.762574979400001,1.8670085133,10.13202934,5.2273232185000005,2.0510797752000003,-13.45721271,-22.26839691,3.9180882885000003,-3.325183374,-17.04107369
48101,1505,1505,1500,1505,1482,1452,-5,5,-23,-30,3,15,15,14,2,16,19,20,1,-1,-4,-6,0,0,0,0,-5,6,-19,-17,-5,6,-19,-17,-1,0,0,-7,0,0,0,0,0,9.9833610649,10.043521927999999,9.5432856169,10.648918469,12.721794443,13.633265167000001,-0.665557404,-2.678272514,-4.08997955,0.0,0.0,0.0,3.993344426,-12.72179444,-11.58827539,3.993344426,-12.72179444,-11.58827539
48103,4375,4375,4375,4367,4573,4773,0,-8,206,200,12,65,67,75,3,33,30,24,9,32,37,51,0,3,3,3,-8,-43,166,149,-8,-40,169,152,-1,0,0,-3,86,86,86,101,100,14.870738960999999,14.988814318,16.049646908,7.5497597804,6.7114093960000005,5.1358870105,7.320979181,8.277404921699999,10.913759897,0.6863417982,0.6711409396,0.6419858763,-9.837565774,37.136465324,31.885298523000003,-9.151223976,37.807606264,32.5272844
48105,3719,3719,3709,3679,3732,3807,-10,-30,53,75,15,56,59,61,19,41,28,20,-4,15,31,41,3,10,10,11,-8,-58,13,30,-5,-48,23,41,-1,3,-1,-7,49,49,49,49,49,15.159718462,15.922277695,16.182517575,11.099079589,7.5563351774,5.3057434673,4.0606388738,8.365942517899999,10.876774108,2.7070925826,2.6986911348000002,2.918158907,-15.70113698,3.5082984751999997,7.958615201000001,-12.9940444,6.20698961,10.876774108
48107,6059,6059,6046,6086,6102,5991,-13,40,16,-111,23,89,67,67,40,73,50,56,-17,16,17,11,0,1,0,0,6,16,-3,-115,6,17,-3,-115,-2,7,2,-7,62,62,60,62,62,14.671941972,10.994420742,11.08079054,12.034289482,8.2047915983,9.2615562722,2.6376524893,2.7896291433999996,1.8192342678,0.1648532806,0.0,0.0,2.6376524893,-0.492287496,-19.01926734,2.8025057699,-0.492287496,-19.01926734
48109,2398,2398,2399,2371,2293,2277,1,-28,-78,-16,4,27,26,23,0,19,10,9,4,8,16,14,1,0,-1,-1,-4,-42,-95,-16,-3,-42,-96,-17,0,6,2,-13,12,12,12,12,12,11.320754717,11.14922813,10.065645514,7.966457023099999,4.2881646655,3.9387308533999996,3.3542976939,6.8610634648,6.126914660800001,0.0,-0.42881646700000003,-0.43763676100000004,-17.61006289,-40.73756432,-7.0021881839999995,-17.61006289,-41.16638079,-7.439824945
48111,6703,6703,6764,6856,7021,7057,61,92,165,36,42,140,144,146,1,42,33,32,41,98,111,114,8,27,21,23,13,-52,34,-76,21,-25,55,-53,-1,19,-1,-25,39,39,40,40,40,20.558002937,20.753765223,20.741582611,6.1674008811,4.7560711969,4.5461002983,14.390602055999999,15.997694026,16.195482313,3.9647577093,3.0265907617,3.2675095894,-7.635829662000001,4.9001945665,-10.79698821,-3.671071953,7.9267853282,-7.529478619
48113,2368139,2367636,2373299,2408488,2453907,2480331,5663,35189,45419,26424,9667,39081,38874,39007,3410,14324,14715,14997,6257,24757,24159,24010,2053,9147,8904,9226,-2689,2201,12190,-5925,-636,11348,21094,3301,42,-916,166,-887,30398,30406,31153,32010,32008,16.345771989,15.98965119,15.810749299000001,5.9910656832,6.0525728575999995,6.078750153500001,10.354706305,9.9370783328,9.7319991456,3.8257663924000003,3.6623927098,3.7395845113,0.9205763452,5.0139900193,-2.401586628,4.7463427376,8.6763827291,1.3379978834000001
48115,13833,13833,13849,13801,13653,13810,16,-48,-148,157,51,192,181,176,52,142,119,122,-1,50,62,54,0,2,-2,-2,18,-107,-211,102,18,-105,-213,100,-1,7,3,3,2146,2154,2203,2203,2199,13.887884267999999,13.185692431,12.817245021,10.27124774,8.6690464049,8.8846812074,3.616636528,4.5166460261,3.9325638131,0.1446654611,-0.145698259,-0.14565051199999998,-7.73960217,-15.37116631,7.4281760915,-7.594936709,-15.51686457,7.2825255799
48117,19372,19372,19440,19468,19368,19177,68,28,-100,-191,77,351,347,346,12,140,122,162,65,211,225,184,14,39,34,33,-7,-227,-367,-413,7,-188,-333,-380,-4,5,8,5,371,371,374,376,377,18.042561941,17.87001751,17.953041899000002,7.196463452200001,6.2828303636000005,8.4057595019,10.846098489000001,11.587187146,9.5472823972,2.0047291046,1.7509527243,1.712284343,-11.66855145,-18.8999897,-21.42949799,-9.66382235,-17.14903698,-19.71721365
48119,5231,5231,5241,5204,5323,5238,10,-37,119,-85,18,59,61,61,26,79,73,63,-8,-20,-12,-2,1,5,2,2,16,-37,127,-90,17,-32,129,-88,1,15,2,5,69,69,67,68,68,11.297271422,11.589246699,11.55193637,15.126854955,13.869098509,11.930688382,-3.829583533,-2.27985181,-0.378752012,0.9573958831999999,0.3799753016,0.37875201210000004,-7.084729536,24.128431652,-17.04384055,-6.127333652000001,24.508406954,-16.66508853
48121,662614,662604,666930,685802,708050,728799,4326,18872,22248,20749,2184,9191,9192,9412,708,2751,2969,3073,1476,6440,6223,6339,461,2018,2041,2105,2318,10002,13739,12294,2779,12020,15780,14399,71,412,245,11,10344,10349,10262,10709,10705,13.588796598,13.189348654000002,13.100889515999999,4.0673244958999994,4.2601366573,4.2774153721,9.5214721024,8.9292119967,8.8234741438,2.9835917239999996,2.9285749133,2.9300225702,14.787851547999999,19.713714225,17.112445358,17.771443272,22.642289138000002,20.042467928
48123,20097,20097,20047,20288,20461,20503,-50,241,173,42,48,225,245,240,91,241,234,221,-43,-16,11,19,1,7,7,7,-6,214,154,29,-5,221,161,36,-2,36,1,-13,1790,1790,1807,1828,1831,11.156563777999999,12.024834965,11.717605703,11.949919425,11.484944416,10.789961918,-0.793355646,0.5398905495,0.9276437848000001,0.3470930953,0.3435667133,0.3417634997,10.611131771,7.5584676925,1.4158773557,10.958224867,7.9020344058,1.7576408553999998
48125,2444,2444,2456,2408,2332,2291,12,-48,-76,-41,11,19,22,16,2,25,21,16,9,-6,1,0,0,1,1,1,5,-47,-80,-27,5,-46,-79,-26,-2,4,2,-15,315,315,315,315,315,7.8125,9.282700421900001,6.9219121782,10.279605262999999,8.8607594937,6.9219121782,-2.467105263,0.42194092829999996,0.0,0.4111842105,0.42194092829999996,0.4326195111,-19.32565789,-33.75527426,-11.6807268,-18.91447368,-33.33333333,-11.24810729
48127,9996,9996,10032,10093,10481,10897,36,61,388,416,29,148,189,193,9,77,80,78,20,71,109,115,1,17,17,17,17,-36,259,305,18,-19,276,322,-2,9,3,-21,104,104,103,104,104,14.708074534000001,18.372703412,18.055945364,7.6521739129999995,7.7768056771000005,7.2972214426,7.0559006211,10.595897735,10.758723922,1.6894409938,1.6525712063999998,1.590420058,-3.577639752,25.17740838,28.534006923000003,-1.8881987580000001,26.829979586,30.124426981
48129,3677,3677,3674,3631,3602,3522,-3,-43,-29,-80,5,34,28,30,14,53,47,45,-9,-19,-19,-15,1,2,2,2,4,-24,-11,-64,5,-22,-9,-62,1,-2,-1,-3,240,240,240,240,240,9.3086926762,7.742292271499999,8.4222346996,14.510609172,12.995990599,12.633352049,-5.201916496,-5.2536983269999995,-4.21111735,0.5475701574,0.5530208765,0.5614823133,-6.5708418889999995,-3.041614821,-17.96743403,-6.023271732,-2.4885939440000002,-17.40595171
48131,11782,11782,11721,11797,11623,11640,-61,76,-174,17,39,174,179,185,48,120,116,139,-9,54,63,46,2,8,7,7,-57,23,-251,-48,-55,31,-244,-41,3,-9,7,12,578,578,673,576,576,14.797176631,15.286080273,15.905085329,10.2049494,9.9060631939,11.950307355,4.5922272302,5.380017079400001,3.9547779736,0.68032996,0.5977796755,0.6018140395,1.9559486351,-21.43467122,-4.126724842,2.6362785951,-20.83689155,-3.524910803
48133,18583,18583,18605,18580,18397,18245,22,-25,-183,-152,59,221,176,196,47,268,235,236,12,-47,-59,-40,3,8,21,16,9,19,-143,-118,12,27,-122,-102,-2,-5,-2,-10,885,885,888,868,869,11.886513379,9.5194309976,10.698105999,14.414414414000001,12.710603889000001,12.881392937000001,-2.527901035,-3.1911728910000003,-2.183286938,0.43028102729999995,1.1358411986,0.8733147754,1.0219174398,-7.734537686,-6.440696469,1.4521984671000001,-6.598696487000001,-5.567381693
48135,137130,137132,137104,139691,144609,149378,-28,2587,4918,4769,598,2411,2673,2655,214,1153,1194,1179,384,1258,1479,1476,-9,-13,-36,-34,-412,1353,3402,3364,-421,1340,3366,3330,9,-11,73,-37,2175,2175,2149,2256,2254,17.420834914,18.804080197,18.062023150999998,8.3310753446,8.3995779107,8.0207628228,9.0897595694,10.404502286,10.041260328,-0.093932333,-0.253253605,-0.231302745,9.7761881537,23.932465705,22.885365679,9.6822558211,23.6792121,22.654062935
48137,2002,2002,1993,1966,1968,1884,-9,-27,2,-84,5,25,22,26,2,20,11,7,3,5,11,19,0,0,0,0,-11,-35,-8,-98,-11,-35,-8,-98,-1,3,-1,-5,5,5,5,5,5,12.629451882,11.184544992000001,13.499480789000001,10.103561505,5.5922724962,3.6344755971,2.5258903764,5.5922724962,9.8650051921,0.0,0.0,0.0,-17.68123263,-4.06710727,-50.88265836,-17.68123263,-4.06710727,-50.88265836
48139,149610,149610,150458,152466,153806,155976,848,2008,1340,2170,539,1999,1892,1918,193,1003,1076,1074,346,996,816,844,17,64,53,57,471,892,490,1279,488,956,543,1336,14,56,-19,-10,1610,1610,1647,1629,1629,13.198029869,12.355030822,12.382901524000001,6.6221230408,7.026434019400001,6.933908361399999,6.575906828099999,5.3285968028,5.4489931629,0.4225482299,0.3460975865,0.36800072310000004,5.889265954500001,3.199770139,8.257419733899999,6.3118141844,3.5458677254000004,8.625420457
48141,800647,800647,803568,818431,828600,827718,2921,14863,10169,-882,3301,13815,13938,13957,1123,4693,4940,4882,2178,9122,8998,9075,241,517,1790,862,494,5435,-519,-11307,735,5952,1271,-10445,8,-211,-100,488,15792,15830,15880,15891,15905,17.03453578,16.925000197,16.85304392,5.7866866749,5.9986727633,5.8950032542,11.247849105,10.926327434000001,10.958040665999999,0.63748498,2.173608147,1.0408629261,6.7016070910000005,-0.6302249320000001,-13.6531753,7.3390920710000005,1.543383215,-12.61231237
48143,37890,37890,37897,39019,39554,39658,7,1122,535,104,110,458,508,503,83,294,290,299,27,164,218,204,20,46,41,43,-36,837,273,-157,-16,883,314,-114,-4,75,3,14,1888,1888,2669,2844,2846,11.909095637,12.930650477999999,12.700095945,7.6447033127,7.381670548400001,7.5493612079,4.2643923241,5.548979929500001,5.1507347372000005,1.1961100421,1.0436154913,1.0856940868,21.764002288,6.9489519301,-3.964045852,22.96011233,7.9925674213999995,-2.878351765
48145,17866,17866,17878,17855,17606,17493,12,-23,-249,-113,43,194,204,195,22,194,176,160,21,0,28,35,0,-1,-1,-1,-7,-21,-277,-120,-7,-22,-278,-121,-2,-1,1,-27,2068,2068,2067,2047,2048,10.858310245,11.505597699,11.111427676,10.858310245,9.9263980147,9.1170688624,0.0,1.5791996841999998,1.9943588136000001,-0.055970671,-0.056399989000000005,-0.05698168,-1.175384099,-15.62279688,-6.837801647,-1.23135477,-15.67919686,-6.894783327000001
48147,33915,33915,33904,33913,33755,33659,-11,9,-158,-96,77,361,317,340,78,422,384,410,-1,-61,-67,-70,1,7,4,4,-6,40,-90,-42,-5,47,-86,-38,-5,23,-5,12,3145,3145,3143,3087,3097,10.646298126,9.369273511900001,10.086925564,12.445257089000002,11.349530059000001,12.163645534,-1.798958963,-1.980256547,-2.076719969,0.20643791379999998,0.11822427140000001,0.1186697125,1.1796452217,-2.660046107,-1.246031981,1.3860831355,-2.541821836,-1.127362269
48149,24554,24556,24546,24765,24706,24821,-10,219,-59,115,64,247,229,237,39,281,291,285,25,-34,-62,-48,1,-1,-3,-2,-28,241,9,134,-27,240,6,132,-8,13,-3,31,455,455,436,466,466,10.018048711,9.2579491015,9.5705372827,11.397051368,11.764468072,11.508873948,-1.3790026569999998,-2.5065189709999998,-1.938336665,-0.040558902,-0.12128317599999999,-0.080764028,9.7746953013,0.363849528,5.411189856,9.7341363996,0.24256635199999999,5.3304258283
48151,3974,3974,3951,3953,3845,3856,-23,2,-108,11,10,37,34,32,4,45,35,53,6,-8,-1,-21,0,1,1,1,-25,4,-109,42,-25,5,-108,43,-4,5,1,-11,22,22,22,22,22,9.3623481781,8.7201846627,8.310609011799999,11.386639676,8.9766606822,13.764446176,-2.024291498,-0.256476019,-5.453837163999999,0.25303643719999996,0.2564760195,0.2597065316,1.012145749,-27.95588612,10.907674327999999,1.2651821862000001,-27.69941011,11.16738086
48153,6446,6446,6402,6365,6350,6230,-44,-37,-15,-120,20,89,86,86,34,70,55,70,-14,19,31,16,0,0,0,1,-30,-57,-46,-144,-30,-57,-46,-143,0,1,0,7,35,35,26,32,32,13.942194721,13.527329925,13.672496025,10.965771129,8.6511993708,11.128775835,2.9764235920999997,4.8761305544999995,2.5437201908000002,0.0,0.0,0.15898251189999998,-8.929270776000001,-7.235548565,-22.89348172,-8.929270776000001,-7.235548565,-22.73449921
48155,1336,1336,1333,1351,1307,1277,-3,18,-44,-30,0,18,13,15,12,24,10,8,-12,-6,3,7,0,1,1,1,11,15,-50,-21,11,16,-49,-20,-2,8,2,-17,30,30,34,30,30,13.412816692,9.7817908202,11.609907120999999,17.883755589,7.524454477100001,6.1919504644000005,-4.470938897,2.2573363431,5.4179566563,0.7451564829,0.7524454477,0.773993808,11.177347243,-37.62227239,-16.25386997,11.922503725999999,-36.86982694,-15.47987616
48157,585375,584686,590238,607111,625853,652365,5552,16873,18742,26512,1916,7729,7959,8060,660,2322,2474,2687,1256,5407,5485,5373,695,2970,3079,3180,3439,7945,10076,18154,4134,10915,13155,21334,162,551,102,-195,5936,5939,5471,4807,4813,12.910187422,12.910352614,12.611307304,3.8785684039999997,4.0130936507,4.2042906609,9.0316190183,8.897258962999999,8.4070166435,4.9609595866000005,4.9944686138,4.9756770754,13.270984483,16.344353931,28.405170323000004,18.23194407,21.338822545,33.380847398
48159,10605,10605,10608,10542,10643,10660,3,-66,101,17,30,115,98,108,24,128,94,116,6,-13,4,-8,6,27,22,23,-7,-81,75,-5,-1,-54,97,18,-2,1,0,7,114,114,119,109,109,10.874704492000001,9.2518291244,10.139416984,12.104018912999999,8.874203445800001,10.890484908,-1.229314421,0.3776256785,-0.751067925,2.5531914894,2.076941232,2.1593202835,-7.659574468,7.0804814727,-0.469417453,-5.106382979,9.1574227047,1.6899028306000001
48161,19816,19814,19807,19607,19483,19646,-7,-200,-124,163,52,231,231,234,62,198,214,195,-10,33,17,39,4,26,20,21,-2,-264,-158,87,2,-238,-138,108,1,5,-3,16,1581,1581,1580,1582,1585,11.721723246,11.818879509,11.960438549000001,10.047191352999999,10.949091839000001,9.967032124500001,1.6745318922,0.8697876695000001,1.9934064249,1.3193281575,1.0232796112,1.0733726903,-13.39625514,-8.083908928,4.4468297171,-12.07692698,-7.060629317,5.5202024074
48163,17217,17217,17233,17416,17776,18065,16,183,360,289,48,260,239,253,11,112,115,122,37,148,124,131,0,-3,-3,-3,-18,34,234,179,-18,31,231,176,-3,4,5,-18,3271,3290,3299,3328,3332,15.007648128,13.582632416,14.117909657,6.4648330399,6.535576267300001,6.8078457632000005,8.5428150885,7.0470561490999994,7.310063893300001,-0.173165171,-0.170493294,-0.167406043,1.9625386014,13.298476927000001,9.988560587,1.7893734307,13.127983633,9.8211545437
48165,17526,17526,17577,18043,18393,18921,51,466,350,528,90,338,359,370,41,104,101,119,49,234,258,251,11,35,31,35,-6,142,63,258,5,177,94,293,-3,55,-2,-16,87,87,88,90,90,18.97810219,19.705785487,19.831698558,5.8394160584,5.5439675047,6.3783030498,13.138686130999998,14.161817982,13.453395508,1.9651880966,1.7016137886000002,1.8759714852,7.9730488489999995,3.4581183445,13.828589805,9.9382369455,5.1597321331,15.704561291
48167,291309,291307,292641,295402,301092,306782,1334,2761,5690,5690,1003,3882,3918,3965,609,2235,2285,2435,394,1647,1633,1530,158,598,624,620,746,605,3381,3406,904,1203,4005,4026,36,-89,52,134,4297,4297,4151,4536,4536,13.203116099,13.136762482,13.045466659,7.601484925399999,7.6614349851,8.011528705,5.6016311732,5.475327497,5.0339379542,2.0338648704,2.0922255713999998,2.0398964259,2.0576726532,11.336241437,11.20626972,4.0915375236000004,13.428467009,13.246166145999998
48169,6461,6461,6456,6531,6388,6317,-5,75,-143,-71,20,68,58,57,26,58,37,34,-6,10,21,23,0,-2,-3,-3,1,66,-164,-91,1,64,-167,-94,0,1,3,0,2109,2122,2117,2131,2132,10.472010472000001,8.9790231442,8.972845336499999,8.932008932,5.727997522999999,5.352223534,1.54000154,3.2510256212,3.6206218024,-0.308000308,-0.46443223200000006,-0.47225501799999997,10.164010164,-25.38896199,-14.32506887,9.856009856,-25.85339423,-14.79732389
48171,24837,24837,24876,25032,25144,25357,39,156,112,213,59,252,234,239,90,359,335,346,-31,-107,-101,-107,6,22,22,23,64,232,193,264,70,254,215,287,0,9,-2,33,390,390,362,363,364,10.09858139,9.3271683673,9.4651591058,14.386471107,13.352997449,13.702698955999999,-4.287889717,-4.025829082,-4.237539851,0.8816221848000001,0.8769132653,0.910873052,9.2971066763,7.6929209184000005,10.45523851,10.178728861,8.5698341837,11.366111562
