IV,Variables
0.020108668927838365,AA_MALE2010_16
0.024213603965113656,AA_MALE2010_17
0.018202362540934436,AA_MALE2010_18
0.12943389232432456,AA_MALEPC_OF_TOTAL_x
0.011542317982891381,AA_MALEPC1_2010
0.03030522779945652,AA_MALEPC2_2010
0.010276287357238813,AA_MALEPC3_2010
0.009001552876282643,AA_MALEPC4_2010
0.012382961739483408,AA_MALEPC5_2010
0.020905789126625433,AA_MALEPC6_2010
0.012873677816492441,AA_MALEPC7_2010
0.019984546189789475,AA_MALEPC8_2010
0.009440865051127258,AA_MALEPC9_2010
0.005236176670963333,AA_MALEPC10_2010
0.014072300149700841,AA_MALEPC11_2010
0.020250776157887215,AA_MALEPC12_2010
0.006107917338977684,AA_MALEPC13_2010
0.012601919827046879,AA_MALEPC14_2010
0.01321715630565504,AA_MALEPC15_2010
0.0052233654742605716,AA_MALEPC16_2010
0.015205013213088306,AA_MALEPC17_2010
0.00800227307471481,AA_MALEPC18_2010
0.049458984422852056,AA_FEMALE2010_0
0.04346892297064457,AA_FEMALE2010_1
0.037583034621030485,AA_FEMALE2010_2
0.030893294373322555,AA_FEMALE2010_3
0.037674077905984024,AA_FEMALE2010_4
0.057636011311099446,AA_FEMALE2010_5
0.04483798492016269,AA_FEMALE2010_6
0.033321535698303845,AA_FEMALE2010_7
0.045795732192952576,AA_FEMALE2010_8
0.04584339113490557,AA_FEMALE2010_9
0.0393228280936865,AA_FEMALE2010_10
0.038378030364261316,AA_FEMALE2010_11
0.027904517034672713,AA_FEMALE2010_12
0.02908160717333006,AA_FEMALE2010_13
0.024988275916655443,AA_FEMALE2010_14
0.03072085080344916,AA_FEMALE2010_15
0.021304125621367423,AA_FEMALE2010_16
0.03154278700383906,AA_FEMALE2010_17
0.018418546334241274,AA_FEMALE2010_18
0.14411389167114314,AA_FEMALEPC_OF_TOTAL_x
0.025486639498394775,AA_FEMALEPC1_2010
0.018963867872886793,AA_FEMALEPC2_2010
0.008348981336200852,AA_FEMALEPC3_2010
0.007155978127779297,AA_FEMALEPC4_2010
0.01199438135604131,AA_FEMALEPC5_2010
0.01807706344045193,AA_FEMALEPC6_2010
0.012665323836963206,AA_FEMALEPC7_2010
0.016592588217824136,AA_FEMALEPC8_2010
0.017689415036437343,AA_FEMALEPC9_2010
0.030104778312683593,AA_FEMALEPC10_2010
0.008613465110244686,AA_FEMALEPC11_2010
0.01692699619116275,AA_FEMALEPC12_2010
0.009914088886341857,AA_FEMALEPC13_2010
0.010724648135839163,AA_FEMALEPC14_2010
0.006847946575912629,AA_FEMALEPC15_2010
0.010728336963593852,AA_FEMALEPC16_2010
0.01045217666680996,AA_FEMALEPC17_2010
0.001681939386546112,AA_FEMALEPC18_2010
0.036860412501562564,NA_MALE2010_0
0.02652485332582402,NA_MALE2010_1
0.014984323585345035,NA_MALE2010_2
0.018467490032096325,NA_MALE2010_3
0.03781105535982125,NA_MALE2010_4
0.023060667436483044,NA_MALE2010_5
0.03304649585268493,NA_MALE2010_6
0.02756048089575901,NA_MALE2010_7
0.022182789191206656,NA_MALE2010_8
0.022966883736277366,NA_MALE2010_9
0.029152586616729623,NA_MALE2010_10
0.020224990469530846,NA_MALE2010_11
0.02416768118051822,NA_MALE2010_12
0.018614024100912348,NA_MALE2010_13
0.041980325204510206,NA_MALE2010_14
0.006572370960543485,NA_MALE2010_15
0.024739486007177805,NA_MALE2010_16
0.0,NA_MALE2010_17
0.0,NA_MALE2010_18
0.05270598444906384,NA_MALEPC_OF_TOTAL_x
0.010739955861181854,NA_MALEPC1_2010
0.0062475101713797415,NA_MALEPC2_2010
0.004482795999320596,NA_MALEPC3_2010
0.026714005550614688,NA_MALEPC4_2010
0.016994521456433206,NA_MALEPC5_2010
0.006713219731968321,NA_MALEPC6_2010
0.016508138227055255,NA_MALEPC7_2010
0.017403145805964953,NA_MALEPC8_2010
0.01646732259173153,NA_MALEPC9_2010
0.012766205807185276,NA_MALEPC10_2010
0.00849042142008558,NA_MALEPC11_2010
0.011144110051994054,NA_MALEPC12_2010
0.008203003885850147,NA_MALEPC13_2010
0.03269289777161673,NA_MALEPC14_2010
7.256401590244056e-05,NA_MALEPC15_2010
0.00017261092985256746,NA_MALEPC16_2010
0.0,NA_MALEPC17_2010
0.0,NA_MALEPC18_2010
0.03394391297377358,NA_FEMALE2010_0
0.03237417669676516,NA_FEMALE2010_1
0.022538629722267188,NA_FEMALE2010_2
0.011461417441471335,NA_FEMALE2010_3
0.02961756710206565,NA_FEMALE2010_4
0.026642755571944857,NA_FEMALE2010_5
0.015331635993017304,NA_FEMALE2010_6
0.029370554513593283,NA_FEMALE2010_7
0.03237511642154439,NA_FEMALE2010_8
0.034748772543889035,NA_FEMALE2010_9
0.016944203959924412,NA_FEMALE2010_10
0.016398373011410724,NA_FEMALE2010_11
0.014324694442993564,NA_FEMALE2010_12
0.030923220075435468,NA_FEMALE2010_13
0.021494857766192883,NA_FEMALE2010_14
0.011613851310885066,NA_FEMALE2010_15
0.013441273140739514,NA_FEMALE2010_16
0.03100742588731792,NA_FEMALE2010_17
0.0035966097530924068,NA_FEMALE2010_18
0.10237380691324607,NA_FEMALEPC_OF_TOTAL_x
0.016299953983782128,NA_FEMALEPC1_2010
0.0209455237762155,NA_FEMALEPC2_2010
0.010052575207315574,NA_FEMALEPC3_2010
0.00901391292338433,NA_FEMALEPC4_2010
0.008190162707246037,NA_FEMALEPC5_2010
0.012894629232632614,NA_FEMALEPC6_2010
0.01331815099475815,NA_FEMALEPC7_2010
0.017843702518789042,NA_FEMALEPC8_2010
0.006715620609102779,NA_FEMALEPC9_2010
0.011268036685258102,NA_FEMALEPC10_2010
0.019684516270790056,NA_FEMALEPC11_2010
0.006875632867104797,NA_FEMALEPC12_2010
0.016194284068930066,NA_FEMALEPC13_2010
0.018893295152187975,NA_FEMALEPC14_2010
0.00036476603585821926,NA_FEMALEPC15_2010
0.00564918800117937,NA_FEMALEPC16_2010
0.017010303173726503,NA_FEMALEPC17_2010
0.0035966097530924068,NA_FEMALEPC18_2010
0.08374236851134201,TOM_MALE2010_0
0.1257915981167142,TOM_MALE2010_1
0.044428711202514556,TOM_MALE2010_2
0.06985657440798329,TOM_MALE2010_3
0.0469399441138887,TOM_MALE2010_4
0.03636163514046851,TOM_MALE2010_5
0.033023402143069036,TOM_MALE2010_6
0.038771407999233405,TOM_MALE2010_7
0.06632950013906298,TOM_MALE2010_8
0.06870756213630401,TOM_MALE2010_9
0.056419913186434946,TOM_MALE2010_10
0.05819861763637223,TOM_MALE2010_11
0.10685464894812019,TOM_MALE2010_12
0.05400903921343032,TOM_MALE2010_13
0.07369324921175656,TOM_MALE2010_14
0.059063450850819293,TOM_MALE2010_15
0.07679293272412747,TOM_MALE2010_16
0.02131884922589268,TOM_MALE2010_17
0.037797941268116565,TOM_MALE2010_18
0.03344002867323517,TOM_MALEPC_OF_TOTAL_x
0.02626817741938555,TOM_MALEPC1_2010
0.029633541580135515,TOM_MALEPC2_2010
0.026918752388490237,TOM_MALEPC3_2010
0.03901764681215601,TOM_MALEPC4_2010
0.05791482678358629,TOM_MALEPC5_2010
0.08563370462636133,TOM_MALEPC6_2010
0.05082423996859843,TOM_MALEPC7_2010
0.021501080184920748,TOM_MALEPC8_2010
0.0550604871085196,TOM_MALEPC9_2010
0.04665328519461025,TOM_MALEPC10_2010
0.05609915817554078,TOM_MALEPC11_2010
0.1166183455544538,TOM_MALEPC12_2010
0.06774427584466877,TOM_MALEPC13_2010
0.08948095802351505,TOM_MALEPC14_2010
0.08188201186065563,TOM_MALEPC15_2010
0.10873618362431128,TOM_MALEPC16_2010
0.03637310131539981,TOM_MALEPC17_2010
0.04558880812037032,TOM_MALEPC18_2010
0.08281205048141185,TOM_FEMALE2010_0
0.05693045182308813,TOM_FEMALE2010_1
0.05724755226442339,TOM_FEMALE2010_2
0.04722334504382274,TOM_FEMALE2010_3
0.038487019044344845,TOM_FEMALE2010_4
0.06454346715365113,TOM_FEMALE2010_5
0.04493044202157338,TOM_FEMALE2010_6
0.03968006706995859,TOM_FEMALE2010_7
0.04833705735092776,TOM_FEMALE2010_8
0.066951749524573,TOM_FEMALE2010_9
0.05173206758470423,TOM_FEMALE2010_10
0.08067055987645756,TOM_FEMALE2010_11
0.0651508929042028,TOM_FEMALE2010_12
0.10083172599631937,TOM_FEMALE2010_13
0.08990878099973067,TOM_FEMALE2010_14
0.07206399976306178,TOM_FEMALE2010_15
0.059876789448506315,TOM_FEMALE2010_16
0.06782771439802374,TOM_FEMALE2010_17
0.04327414627952458,TOM_FEMALE2010_18
0.04094255771176643,TOM_FEMALEPC_OF_TOTAL_x
0.019579863655253767,TOM_FEMALEPC1_2010
0.030916080253227726,TOM_FEMALEPC2_2010
0.03299190977711844,TOM_FEMALEPC3_2010
0.05784212494424568,TOM_FEMALEPC4_2010
0.03947251098623182,TOM_FEMALEPC5_2010
0.08281283225953659,TOM_FEMALEPC6_2010
0.09548895002980257,TOM_FEMALEPC7_2010
0.08824691374579109,TOM_FEMALEPC8_2010
0.06772100672258438,TOM_FEMALEPC9_2010
0.014559759365258232,TOM_FEMALEPC10_2010
0.06386975518414853,TOM_FEMALEPC11_2010
0.08076420381756667,TOM_FEMALEPC12_2010
0.09844002533952737,TOM_FEMALEPC13_2010
0.09907569315210905,TOM_FEMALEPC14_2010
0.08627039565315782,TOM_FEMALEPC15_2010
0.10871618451559595,TOM_FEMALEPC16_2010
0.09958866883171587,TOM_FEMALEPC17_2010
0.07864776166947995,TOM_FEMALEPC18_2010
0.11539202368293605,WAC_MALE2010_0
0.10908262799441858,WAC_MALE2010_1
0.10385077611809082,WAC_MALE2010_2
0.10233202380557921,WAC_MALE2010_3
0.0862212031554544,WAC_MALE2010_4
0.08653072681264776,WAC_MALE2010_5
0.09684941462845348,WAC_MALE2010_6
0.10825535753761009,WAC_MALE2010_7
0.1051761943235732,WAC_MALE2010_8
0.0915855568309393,WAC_MALE2010_9
0.11295336109571724,WAC_MALE2010_10
0.09470100133194291,WAC_MALE2010_11
0.09060166611595988,WAC_MALE2010_12
0.07805712942368008,WAC_MALE2010_13
0.08083898805595173,WAC_MALE2010_14
0.0876735225384165,WAC_MALE2010_15
0.08770003463838218,WAC_MALE2010_16
0.07191391769087996,WAC_MALE2010_17
0.05353755731498,WAC_MALE2010_18
0.11987949795510508,WAC_MALEPC_OF_TOTAL_x
0.18214636721869698,WAC_MALEPC1_2010
0.1844671045431492,WAC_MALEPC2_2010
0.15069172109552642,WAC_MALEPC3_2010
0.09374120935518648,WAC_MALEPC4_2010
0.13884468667020688,WAC_MALEPC5_2010
0.12518005609234323,WAC_MALEPC6_2010
0.12452629377177725,WAC_MALEPC7_2010
0.13737640615087493,WAC_MALEPC8_2010
0.07511751756436999,WAC_MALEPC9_2010
0.18053966086029571,WAC_MALEPC10_2010
0.20193469367483025,WAC_MALEPC11_2010
0.20384000968580387,WAC_MALEPC12_2010
0.17589551759461922,WAC_MALEPC13_2010
0.140858465233827,WAC_MALEPC14_2010
0.1564881184804417,WAC_MALEPC15_2010
0.18456692761104437,WAC_MALEPC16_2010
0.12487024793352293,WAC_MALEPC17_2010
0.07347054651232526,WAC_MALEPC18_2010
0.1070223692425889,WAC_FEMALE2010_0
0.10318267361167394,WAC_FEMALE2010_1
0.09830575507100489,WAC_FEMALE2010_2
0.09979575420637912,WAC_FEMALE2010_3
0.10308811850125034,WAC_FEMALE2010_4
0.11371942904846068,WAC_FEMALE2010_5
0.12029819362160576,WAC_FEMALE2010_6
0.11337525804251478,WAC_FEMALE2010_7
0.1187517064881853,WAC_FEMALE2010_8
0.10598196496650875,WAC_FEMALE2010_9
0.09507158282608416,WAC_FEMALE2010_10
0.0871938518675328,WAC_FEMALE2010_11
0.09286276097574611,WAC_FEMALE2010_12
0.09817910540227981,WAC_FEMALE2010_13
0.10103780672797376,WAC_FEMALE2010_14
0.11257711141209316,WAC_FEMALE2010_15
0.11146707165122481,WAC_FEMALE2010_16
0.09390508888592239,WAC_FEMALE2010_17
0.08722440548289966,WAC_FEMALE2010_18
0.04001205465890319,WAC_FEMALEPC_OF_TOTAL_x
0.14721438236064227,WAC_FEMALEPC1_2010
0.132356106310866,WAC_FEMALEPC2_2010
0.15352892895264225,WAC_FEMALEPC3_2010
0.09506294904418713,WAC_FEMALEPC4_2010
0.21844760690719925,WAC_FEMALEPC5_2010
0.16423826302364644,WAC_FEMALEPC6_2010
0.13647061637477625,WAC_FEMALEPC7_2010
0.12430506246509478,WAC_FEMALEPC8_2010
0.08528237318725009,WAC_FEMALEPC9_2010
0.1277858399460111,WAC_FEMALEPC10_2010
0.22093767995264826,WAC_FEMALEPC11_2010
0.20000311342506144,WAC_FEMALEPC12_2010
0.16076677175840778,WAC_FEMALEPC13_2010
0.17500052449657633,WAC_FEMALEPC14_2010
0.15175640088522724,WAC_FEMALEPC15_2010
0.165208140706528,WAC_FEMALEPC16_2010
0.11437807084525745,WAC_FEMALEPC17_2010
0.07979444811347723,WAC_FEMALEPC18_2010
0.08607120662258665,BAC_MALE2010_0
0.10316616370170661,BAC_MALE2010_1
0.07428156612026407,BAC_MALE2010_2
0.0998569502615063,BAC_MALE2010_3
0.07318016490524634,BAC_MALE2010_4
0.055393581766794785,BAC_MALE2010_5
0.06770349418086229,BAC_MALE2010_6
0.08008163881735046,BAC_MALE2010_7
0.07585954320790246,BAC_MALE2010_8
0.0757164968504417,BAC_MALE2010_9
0.07585121998507025,BAC_MALE2010_10
0.07121537082789284,BAC_MALE2010_11
0.07219341385270264,BAC_MALE2010_12
0.08270288680962767,BAC_MALE2010_13
0.08242148637661496,BAC_MALE2010_14
0.1045383013922333,BAC_MALE2010_15
0.11148934497811663,BAC_MALE2010_16
0.059443012990082776,BAC_MALE2010_17
0.06815698298201112,BAC_MALE2010_18
0.07504348584350093,BAC_MALEPC_OF_TOTAL_x
0.07907665564567445,BAC_MALEPC1_2010
0.09171814870884665,BAC_MALEPC2_2010
0.08405256262271585,BAC_MALEPC3_2010
0.09287311472090166,BAC_MALEPC4_2010
0.04456010375897934,BAC_MALEPC5_2010
0.05876100171586399,BAC_MALEPC6_2010
0.08386986110824812,BAC_MALEPC7_2010
0.07782278443984735,BAC_MALEPC8_2010
0.09316079743900299,BAC_MALEPC9_2010
0.08311050617256686,BAC_MALEPC10_2010
0.0863453534080125,BAC_MALEPC11_2010
0.07383690841287527,BAC_MALEPC12_2010
0.09738341711856804,BAC_MALEPC13_2010
0.07505213758257576,BAC_MALEPC14_2010
0.11502676470591003,BAC_MALEPC15_2010
0.1056612567295368,BAC_MALEPC16_2010
0.09601415630186148,BAC_MALEPC17_2010
0.07484634007523265,BAC_MALEPC18_2010
0.10284027207265305,BAC_FEMALE2010_0
0.08182752859227363,BAC_FEMALE2010_1
0.07171395586358431,BAC_FEMALE2010_2
0.07990625500934473,BAC_FEMALE2010_3
0.06143583295511865,BAC_FEMALE2010_4
0.06506053741610798,BAC_FEMALE2010_5
0.04656138683445232,BAC_FEMALE2010_6
0.0712693317299871,BAC_FEMALE2010_7
0.0736897581597616,BAC_FEMALE2010_8
0.0692440018952583,BAC_FEMALE2010_9
0.10009938260245399,BAC_FEMALE2010_10
0.0955063940112002,BAC_FEMALE2010_11
0.12101772532091684,BAC_FEMALE2010_12
0.09965490461561823,BAC_FEMALE2010_13
0.11435383624152126,BAC_FEMALE2010_14
0.1364599696307197,BAC_FEMALE2010_15
0.10060410960906294,BAC_FEMALE2010_16
0.11909228842324975,BAC_FEMALE2010_17
0.09676491963602254,BAC_FEMALE2010_18
0.08439833921579755,BAC_FEMALEPC_OF_TOTAL_x
0.12778981833116643,BAC_FEMALEPC1_2010
0.08663488739998901,BAC_FEMALEPC2_2010
0.07266882326591972,BAC_FEMALEPC3_2010
0.03823615451385624,BAC_FEMALEPC4_2010
0.03771238416073024,BAC_FEMALEPC5_2010
0.06408756773635357,BAC_FEMALEPC6_2010
0.07549815303587727,BAC_FEMALEPC7_2010
0.07681458351482509,BAC_FEMALEPC8_2010
0.09613985192098704,BAC_FEMALEPC9_2010
0.08417067058480791,BAC_FEMALEPC10_2010
0.07074725401864694,BAC_FEMALEPC11_2010
0.13358742647149963,BAC_FEMALEPC12_2010
0.09859681091353456,BAC_FEMALEPC13_2010
0.11789939708837412,BAC_FEMALEPC14_2010
0.1501541514539728,BAC_FEMALEPC15_2010
0.126369425808797,BAC_FEMALEPC16_2010
0.1463394034368857,BAC_FEMALEPC17_2010
0.11482813979843871,BAC_FEMALEPC18_2010
0.04242207361405736,IAC_MALE2010_0
0.02141876608820749,IAC_MALE2010_1
0.02151182235350336,IAC_MALE2010_2
0.02269648350635947,IAC_MALE2010_3
0.02177222230802814,IAC_MALE2010_4
0.010122310939346377,IAC_MALE2010_5
0.017296979535684216,IAC_MALE2010_6
0.023563758846553626,IAC_MALE2010_7
0.029813312355952925,IAC_MALE2010_8
0.030248513126565738,IAC_MALE2010_9
0.05967826234310666,IAC_MALE2010_10
0.032981642639629515,IAC_MALE2010_11
0.05693067849792247,IAC_MALE2010_12
0.04225280580406984,IAC_MALE2010_13
0.06953840597505663,IAC_MALE2010_14
0.03114580380409985,IAC_MALE2010_15
0.056832761803725186,IAC_MALE2010_16
0.009005144027538884,IAC_MALE2010_17
0.025681655934073188,IAC_MALE2010_18
0.09102126545312866,IAC_MALEPC_OF_TOTAL_x
0.014115919631637622,IAC_MALEPC1_2010
0.041846447585741214,IAC_MALEPC2_2010
0.05176941848196126,IAC_MALEPC3_2010
0.05651265028800129,IAC_MALEPC4_2010
0.051756441955830165,IAC_MALEPC5_2010
0.03933188254819106,IAC_MALEPC6_2010
0.0351612157302593,IAC_MALEPC7_2010
0.03056426613510587,IAC_MALEPC8_2010
0.03134467623178402,IAC_MALEPC9_2010
0.07042395885062347,IAC_MALEPC10_2010
0.041275200942828064,IAC_MALEPC11_2010
0.06620100236433696,IAC_MALEPC12_2010
0.05366140463464422,IAC_MALEPC13_2010
0.08478941676330386,IAC_MALEPC14_2010
0.09775795337248332,IAC_MALEPC15_2010
0.11507415244972477,IAC_MALEPC16_2010
0.029196149326318876,IAC_MALEPC17_2010
0.03244374162004621,IAC_MALEPC18_2010
0.057631973626488926,IAC_FEMALE2010_0
0.023064506008583067,IAC_FEMALE2010_1
0.026941510477136613,IAC_FEMALE2010_2
0.034239150991174964,IAC_FEMALE2010_3
0.026486746455418608,IAC_FEMALE2010_4
0.03454943789342255,IAC_FEMALE2010_5
0.032559094321276266,IAC_FEMALE2010_6
0.017736885762132813,IAC_FEMALE2010_7
0.024094864650837444,IAC_FEMALE2010_8
0.04748738926811103,IAC_FEMALE2010_9
0.03836318115574338,IAC_FEMALE2010_10
0.060718346678600356,IAC_FEMALE2010_11
0.060446375165757654,IAC_FEMALE2010_12
0.07045632822647163,IAC_FEMALE2010_13
0.05132324236777419,IAC_FEMALE2010_14
0.04256456370102777,IAC_FEMALE2010_15
0.028678617025523316,IAC_FEMALE2010_16
0.02671184983473586,IAC_FEMALE2010_17
0.03405275153253203,IAC_FEMALE2010_18
0.08928385115745295,IAC_FEMALEPC_OF_TOTAL_x
0.04016433042526722,IAC_FEMALEPC1_2010
0.02216696169998699,IAC_FEMALEPC2_2010
0.04393511219904541,IAC_FEMALEPC3_2010
0.028298200005469704,IAC_FEMALEPC4_2010
0.05311947986100406,IAC_FEMALEPC5_2010
0.04079028218370113,IAC_FEMALEPC6_2010
0.06216192776406841,IAC_FEMALEPC7_2010
0.045438870885178534,IAC_FEMALEPC8_2010
0.03950055862774842,IAC_FEMALEPC9_2010
0.05070667465584685,IAC_FEMALEPC10_2010
0.08262561219376353,IAC_FEMALEPC11_2010
0.053435685607837013,IAC_FEMALEPC12_2010
0.08723721225035308,IAC_FEMALEPC13_2010
0.1053676132940644,IAC_FEMALEPC14_2010
0.09011929274064578,IAC_FEMALEPC15_2010
0.08721331605004755,IAC_FEMALEPC16_2010
0.08995421392309849,IAC_FEMALEPC17_2010
0.07033461361573379,IAC_FEMALEPC18_2010
0.05404502019858191,AAC_MALE2010_0
0.031293075668889093,AAC_MALE2010_1
0.0453624018152418,AAC_MALE2010_2
0.03511778656475817,AAC_MALE2010_3
0.04148808111491273,AAC_MALE2010_4
0.0423794832526993,AAC_MALE2010_5
0.04744226668175911,AAC_MALE2010_6
0.052616793375671635,AAC_MALE2010_7
0.04209729000265314,AAC_MALE2010_8
0.05362074912255507,AAC_MALE2010_9
0.05102467586144062,AAC_MALE2010_10
0.04020137171537117,AAC_MALE2010_11
0.03836598535842142,AAC_MALE2010_12
0.0406335668100998,AAC_MALE2010_13
0.030502672031572697,AAC_MALE2010_14
0.022547075177200886,AAC_MALE2010_15
0.02700411450715249,AAC_MALE2010_16
0.019702739879004838,AAC_MALE2010_17
0.013360041673678092,AAC_MALE2010_18
0.13462035658435387,AAC_MALEPC_OF_TOTAL_x
0.008592730280889875,AAC_MALEPC1_2010
0.026228453875082616,AAC_MALEPC2_2010
0.011546953349599794,AAC_MALEPC3_2010
0.02731041419890431,AAC_MALEPC4_2010
0.025824356988270493,AAC_MALEPC5_2010
0.02575101365813222,AAC_MALEPC6_2010
0.01875520557361974,AAC_MALEPC7_2010
0.0227105181159853,AAC_MALEPC8_2010
0.02616168620802481,AAC_MALEPC9_2010
0.016742512461563115,AAC_MALEPC10_2010
0.01346104718096456,AAC_MALEPC11_2010
0.016138784632132617,AAC_MALEPC12_2010
0.020285532836908392,AAC_MALEPC13_2010
0.013948035869506716,AAC_MALEPC14_2010
0.029110737338175454,AAC_MALEPC15_2010
0.00808339168620081,AAC_MALEPC16_2010
0.013465571971667825,AAC_MALEPC17_2010
0.010326215164119424,AAC_MALEPC18_2010
0.04613145229360771,AAC_FEMALE2010_0
0.042289848884103295,AAC_FEMALE2010_1
0.027213463551550444,AAC_FEMALE2010_2
0.04020482437753097,AAC_FEMALE2010_3
0.03427525526645499,AAC_FEMALE2010_4
0.04119548355900654,AAC_FEMALE2010_5
0.03789159064513539,AAC_FEMALE2010_6
0.027691810136322118,AAC_FEMALE2010_7
0.042634842281217666,AAC_FEMALE2010_8
0.04368753031306585,AAC_FEMALE2010_9
0.04786008962036526,AAC_FEMALE2010_10
0.04149808109403665,AAC_FEMALE2010_11
0.02571147960215766,AAC_FEMALE2010_12
0.03289517690226114,AAC_FEMALE2010_13
0.026320302830949716,AAC_FEMALE2010_14
0.029454649528617045,AAC_FEMALE2010_15
0.01710298233807068,AAC_FEMALE2010_16
0.030003908197311274,AAC_FEMALE2010_17
0.028644004038155493,AAC_FEMALE2010_18
0.12677729890306544,AAC_FEMALEPC_OF_TOTAL_x
0.016550471144971067,AAC_FEMALEPC1_2010
0.0180029437295243,AAC_FEMALEPC2_2010
0.01374976261992545,AAC_FEMALEPC3_2010
0.020438261230661385,AAC_FEMALEPC4_2010
0.03449761016437733,AAC_FEMALEPC5_2010
0.022335184695545435,AAC_FEMALEPC6_2010
0.017934623749761985,AAC_FEMALEPC7_2010
0.00893241863515256,AAC_FEMALEPC8_2010
0.021644716611641468,AAC_FEMALEPC9_2010
0.04299238224367204,AAC_FEMALEPC10_2010
0.02605885195724212,AAC_FEMALEPC11_2010
0.02602968644662103,AAC_FEMALEPC12_2010
0.014282844307423886,AAC_FEMALEPC13_2010
0.018321796096928706,AAC_FEMALEPC14_2010
0.016945895292491082,AAC_FEMALEPC15_2010
0.013999678375628506,AAC_FEMALEPC16_2010
0.01686499304648402,AAC_FEMALEPC17_2010
0.0012992171001634796,AAC_FEMALEPC18_2010
0.07046729952372696,NAC_MALE2010_0
0.03427892226694876,NAC_MALE2010_1
0.03397666702489688,NAC_MALE2010_2
0.020038739245056045,NAC_MALE2010_3
0.035615770378665514,NAC_MALE2010_4
0.03130546798089291,NAC_MALE2010_5
0.031043768301045098,NAC_MALE2010_6
0.029034459499637517,NAC_MALE2010_7
0.021807972193123887,NAC_MALE2010_8
0.026018914821149597,NAC_MALE2010_9
0.031788579234315134,NAC_MALE2010_10
0.027821192008324436,NAC_MALE2010_11
0.013875795195397733,NAC_MALE2010_12
0.020818471821175116,NAC_MALE2010_13
0.022195152867747543,NAC_MALE2010_14
0.00984242241280095,NAC_MALE2010_15
0.03004912851833376,NAC_MALE2010_16
0.007794845035995857,NAC_MALE2010_17
0.02678582259286186,NAC_MALE2010_18
0.0873014531807331,NAC_MALEPC_OF_TOTAL_x
0.011118451798032211,NAC_MALEPC1_2010
0.005597794936403255,NAC_MALEPC2_2010
0.014214363686673531,NAC_MALEPC3_2010
0.007070136803277868,NAC_MALEPC4_2010
0.020981408897124063,NAC_MALEPC5_2010
0.00936401067786766,NAC_MALEPC6_2010
0.011289610456255641,NAC_MALEPC7_2010
0.018104912201799175,NAC_MALEPC8_2010
0.012635805202763311,NAC_MALEPC9_2010
0.02486124953222837,NAC_MALEPC10_2010
0.018102122988143704,NAC_MALEPC11_2010
0.006353598755536979,NAC_MALEPC12_2010
0.012144525777836358,NAC_MALEPC13_2010
0.019612448352816364,NAC_MALEPC14_2010
0.0023638982569453683,NAC_MALEPC15_2010
0.015521724244767386,NAC_MALEPC16_2010
3.310716929710159e-05,NAC_MALEPC17_2010
0.0007209689556477957,NAC_MALEPC18_2010
0.03911794052889531,NAC_FEMALE2010_0
0.03218138529316149,NAC_FEMALE2010_1
0.013358897609451168,NAC_FEMALE2010_2
0.021288215614941673,NAC_FEMALE2010_3
0.017482808949497775,NAC_FEMALE2010_4
0.019998783836394446,NAC_FEMALE2010_5
0.019607852319616825,NAC_FEMALE2010_6
0.020257163803016166,NAC_FEMALE2010_7
0.025504814567893705,NAC_FEMALE2010_8
0.03184967599156978,NAC_FEMALE2010_9
0.024710826151280237,NAC_FEMALE2010_10
0.01977945979609345,NAC_FEMALE2010_11
0.020628454966761123,NAC_FEMALE2010_12
0.02411545766956599,NAC_FEMALE2010_13
0.013136197244852914,NAC_FEMALE2010_14
0.01302806409393946,NAC_FEMALE2010_15
0.014048382551299811,NAC_FEMALE2010_16
0.020931825187566953,NAC_FEMALE2010_17
0.006118347935186606,NAC_FEMALE2010_18
0.09132687246896681,NAC_FEMALEPC_OF_TOTAL_x
0.016363630426136384,NAC_FEMALEPC1_2010
0.013740012862031767,NAC_FEMALEPC2_2010
0.015763463199716957,NAC_FEMALEPC3_2010
0.02739801203984112,NAC_FEMALEPC4_2010
0.006621544786144802,NAC_FEMALEPC5_2010
0.008548510928874953,NAC_FEMALEPC6_2010
0.008459053183176364,NAC_FEMALEPC7_2010
0.028324683573470295,NAC_FEMALEPC8_2010
0.006607202828232445,NAC_FEMALEPC9_2010
0.01156922876695379,NAC_FEMALEPC10_2010
0.00809800539387116,NAC_FEMALEPC11_2010
0.0022865331529273777,NAC_FEMALEPC12_2010
0.010248102052739542,NAC_FEMALEPC13_2010
0.013050295223683972,NAC_FEMALEPC14_2010
0.016300436785689425,NAC_FEMALEPC15_2010
0.013555028004540386,NAC_FEMALEPC16_2010
0.009699903036886896,NAC_FEMALEPC17_2010
0.015022106054302804,NAC_FEMALEPC18_2010
0.13560016021650978,NH_MALE2010_0
0.14924431812400019,NH_MALE2010_1
0.1508047134525137,NH_MALE2010_2
0.15188423827890554,NH_MALE2010_3
0.1368057792511802,NH_MALE2010_4
0.13297178645091873,NH_MALE2010_5
0.13571547848282678,NH_MALE2010_6
0.14459629008014607,NH_MALE2010_7
0.1515198325619085,NH_MALE2010_8
0.13647327377147078,NH_MALE2010_9
0.12823365594924394,NH_MALE2010_10
0.12824017120647274,NH_MALE2010_11
0.11839319372670697,NH_MALE2010_12
0.11662813372790119,NH_MALE2010_13
0.10936923616487192,NH_MALE2010_14
0.1171724622667672,NH_MALE2010_15
0.11784377089357097,NH_MALE2010_16
0.09965839169208618,NH_MALE2010_17
0.08233295228453545,NH_MALE2010_18
